chr	start	end	frame	filler	frame	chr	exon_1_start	exon_1_end	exon_2_start	exon_2_end	gene	transcript	exon_strand	exon_frame	intron_start	intron_end	intron_length	merged_txs
NC_072423.2	100226592	100227222	1	1	+	NC_072423.2	100226593	100226673	100226914	100227015	OSBPL5	XM_055271577.2	+	1	100226673	100226914	240	2
NC_072423.2	100446538	100447123	2	1	+	NC_072423.2	100446767	100446902	100446990	100447123	CDKN1C	XM_055271736.2	+	2	100446902	100446990	87	2
NC_072423.2	100917509	100918727	3	1	+	NC_072423.2	100917753	100918103	100918176	100918316	TRPM5	XM_055271817.2	+	3	100918103	100918176	72	1
NC_072423.2	101415142	101415472	-1	1	-	NC_072423.2	101415350	101415466	101415176	101415253	TNNT3	XM_055272022.2	-	1	101415253	101415350	96	4
NC_072423.2	101415142	101415472	-1	1	-	NC_072423.2	101415350	101415433	101415176	101415253	TNNT3	XM_055272055.1	-	1	101415253	101415350	96	14
NC_072423.2	101439777	101440224	-2	1	-	NC_072423.2	101440024	101440101	101439778	101439864	LSP1	XM_055272183.2	-	2	101439864	101440024	159	3
NC_072423.2	101442962	101443415	-3	1	-	NC_072423.2	101443323	101443415	101443024	101443067	LSP1	XM_055272183.2	-	3	101443067	101443323	255	3
NC_072423.2	101490000	101490825	-2	1	-	NC_072423.2	101490699	101490804	101490469	101490602	SYT8	XM_055294575.2	-	2	101490602	101490699	96	4
NC_072423.2	101683498	101684725	2	1	+	NC_072423.2	101683547	101684109	101684389	101684573	LOC129488847	XM_055291375.1	+	2	101684109	101684389	279	1
NC_072423.2	101830743	101831262	1	1	+	NC_072423.2	101830770	101830930	101831168	101831261	MOB2	XM_055272261.2	+	1	101830930	101831168	237	4
NC_072423.2	101854415	101855078	-3	1	-	NC_072423.2	101854685	101854865	101854526	101854615	BRSK2	XM_055272307.2	-	3	101854615	101854685	69	5
NC_072423.2	101868353	101868794	-3	1	-	NC_072423.2	101868678	101868711	101868414	101868482	BRSK2	XM_055272307.2	-	3	101868482	101868678	195	5
NC_072423.2	102043265	102043685	-3	1	-	NC_072423.2	102043572	102043658	102043329	102043451	MUC5B	XM_063636159.1	-	3	102043451	102043572	120	1
NC_072423.2	102051116	102061079	-3	1	-	NC_072423.2	102059057	102061027	102056895	102058498	MUC5B	XM_063636159.1	-	3	102058498	102059057	558	1
NC_072423.2	102051116	102061079	-3	1	-	NC_072423.2	102056895	102058498	102053583	102056834	MUC5B	XM_063636159.1	-	3	102056834	102056895	60	1
NC_072423.2	102051116	102061079	-3	1	-	NC_072423.2	102053583	102056834	102051122	102053522	MUC5B	XM_063636159.1	-	3	102053522	102053583	60	1
NC_072423.2	102074308	102075043	-1	1	-	NC_072423.2	102074794	102074884	102074411	102074517	MUC5B	XM_063636159.1	-	1	102074517	102074794	276	1
NC_072423.2	102730390	102731068	-1	1	-	NC_072423.2	102730876	102731028	102730651	102730773	FLNB	XM_055272418.2	-	1	102730773	102730876	102	4
NC_072423.2	107730739	107731252	2	1	+	NC_072423.2	107730851	107730934	107731061	107731154	TKT	XM_055274364.2	+	2	107730934	107731061	126	2
NC_072423.2	108141349	108141967	2	1	+	NC_072423.2	108141380	108141496	108141773	108141941	ITIH4	XM_055274098.2	+	2	108141496	108141773	276	4
NC_072423.2	108163674	108164169	-2	1	-	NC_072423.2	108163963	108164148	108163676	108163815	ITIH3	XM_055274183.2	-	2	108163815	108163963	147	4
NC_072423.2	108163674	108164169	-2	1	-	NC_072423.2	108163963	108164148	108163786	108163815	ITIH3	XM_055274197.2	-	2	108163815	108163963	147	1
NC_072423.2	108441424	108441775	2	1	+	NC_072423.2	108441530	108441590	108441672	108441774	NT5DC2	XM_055274386.2	+	2	108441590	108441672	81	5
NC_072423.2	108445818	108446235	-2	1	-	NC_072423.2	108446005	108446154	108445825	108445929	STAB1	XM_055273887.2	-	2	108445929	108446005	75	1
NC_072423.2	108446041	108446572	-1	1	-	NC_072423.2	108446447	108446556	108446240	108446359	STAB1	XM_055273887.2	-	1	108446359	108446447	87	1
NC_072423.2	108448866	108449505	-2	1	-	NC_072423.2	108449290	108449376	108449032	108449181	STAB1	XM_055273887.2	-	2	108449181	108449290	108	1
NC_072423.2	108453065	108453539	-3	1	-	NC_072423.2	108453341	108453536	108453128	108453223	STAB1	XM_055273887.2	-	3	108453223	108453341	117	1
NC_072423.2	108464551	108465139	-1	1	-	NC_072423.2	108464942	108465079	108464675	108464815	STAB1	XM_055273887.2	-	1	108464815	108464942	126	1
NC_072423.2	108517786	108518167	2	1	+	NC_072423.2	108517918	108518054	108518139	108518167	TNNC1	XM_055274602.2	+	2	108518054	108518139	84	1
NC_072423.2	108560995	108561280	2	1	+	NC_072423.2	108561090	108561119	108561225	108561279	BAP1	XM_055274684.2	+	2	108561119	108561225	105	8
NC_072423.2	108578112	108578769	-2	1	-	NC_072423.2	108578476	108578701	108578151	108578346	DNAH1	XM_055274669.2	-	2	108578346	108578476	129	1
