without_coding_region  5000   NC_071995.2     SCFR_NC_071995_2_108196031_108201044_frame_1_fft  23   3  0.040096;0.080192;0.120287    1402.470;1199.976;793.597    25;12;8
without_coding_region  5000   NC_071995.2     SCFR_NC_071995_2_108144004_108150562_frame_2_fft  19   3  0.080055;0.120006;0.039951    1572.629;1470.038;1301.584   12;8;25
without_coding_region  5000   NC_071995.2     SCFR_NC_071995_2_108419175_108425592_frame1_fft   11   3  0.333177;0.333801;0.334113    2411.681;1553.743;956.891    3;3;3
without_coding_region  5000   NC_071995.2     SCFR_NC_071995_2_108419209_108425485_frame2_fft   12   3  0.333174;0.333811;0.334130    2482.698;1357.778;900.756    3;3;3
without_coding_region  5000   NC_071995.2     SCFR_NC_071995_2_108419300_108425288_frame3_fft   10   3  0.333166;0.333667;0.334168    2555.196;1199.698;640.203    3;3;3
without_coding_region  5000   NC_071995.2     SCFR_NC_071995_2_131143278_131149542_frame1_fft   22   3  0.400064;0.266762;0.333174    1455.588;1226.181;1215.888   2;4;3
without_coding_region  5000   NC_071995.2     SCFR_NC_071995_2_132269655_132278790_frame_3_fft  2    2  0.166721;0.333333             4619.633;3019.771            6;3
without_coding_region  5000   NC_071995.2     SCFR_NC_071995_2_132269729_132278879_frame_1_fft  2    2  0.166667;0.333333             7158.899;2992.077            6;3
without_coding_region  5000   NC_071995.2     SCFR_NC_071995_2_132269656_132278791_frame2_fft   2    2  0.166721;0.333333             4621.496;3018.713            6;3
without_coding_region  5000   NC_071995.2     SCFR_NC_071995_2_132269730_132278880_frame1_fft   2    2  0.166667;0.333333             7157.036;2993.573            6;3
without_coding_region  5000   NC_071995.2     SCFR_NC_071995_2_2802_9081_frame_3_fft            3    3  0.166746;0.333333;0.165950    3421.460;1804.171;464.466    6;3;6
without_coding_region  5000   NC_071995.2     SCFR_NC_071995_2_2803_9082_frame2_fft             3    3  0.166746;0.333333;0.165950    3420.826;1803.222;466.020    6;3;6
without_coding_region  5000   NC_071995.2     SCFR_NC_071995_2_3522_9021_frame1_fft             2    2  0.166576;0.333333             2770.972;1832.000            6;3
without_coding_region  5000   NC_071995.2     SCFR_NC_071995_2_3521_9020_frame_1_fft            2    2  0.166576;0.333333             2769.103;1830.000            6;3
without_coding_region  5000   NC_072005.2     SCFR_NC_072005_2_19797873_19804044_frame_1_fft    13   3  0.499757;0.498947;0.499271    1118.540;1079.520;667.037    2;2;2
without_coding_region  5000   NC_072005.2     SCFR_NC_072005_2_19797903_19804245_frame1_fft     13   3  0.499527;0.499054;0.497162    1137.913;784.028;647.057     2;2;2
without_coding_region  5000   NC_072005.2     SCFR_NC_072005_2_19797770_19804265_frame_2_fft    14   3  0.498999;0.499769;0.499307    1174.931;1102.067;884.620    2;2;2
without_coding_region  5000   NC_072005.2     SCFR_NC_072005_2_19797850_19804060_frame2_fft     13   3  0.499517;0.499034;0.497101    1124.991;961.128;581.267     2;2;2
without_coding_region  5000   NC_072005.2     SCFR_NC_072005_2_19797913_19804219_frame_3_fft    12   3  0.499524;0.499049;0.497146    1130.070;826.444;652.118     2;2;2
without_coding_region  5000   NC_072005.2     SCFR_NC_072005_2_3940337_3946946_frame3_fft       11   3  0.487820;0.486912;0.488122    2044.711;951.320;678.200     2;2;2
without_coding_region  5000   NC_072005.2     SCFR_NC_072005_2_3940956_3947022_frame1_fft       8    3  0.487801;0.487141;0.486317    2002.125;822.579;617.665     2;2;2
without_coding_region  5000   NC_072005.2     SCFR_NC_072005_2_43253085_43276101_frame1_fft     14   3  0.466675;0.333333;0.366658    9942.480;9772.976;7104.087   2;3;3
without_coding_region  5000   NC_072005.2     SCFR_NC_072005_2_4573724_4580960_frame3_fft       24   3  0.023079;0.437949;0.440160    752.463;631.118;578.755      43;2;2
without_coding_region  5000   NC_072005.2     SCFR_NC_072005_2_43253116_43276084_frame2_fft     14   3  0.333333;0.466649;0.433342    9764.884;8093.594;6209.463   3;2;2
without_coding_region  5000   NC_072005.2     SCFR_NC_072005_2_62226982_62232298_frame_3_fft    4    3  0.000752;0.321482;0.000376    370.285;348.078;341.837      1329;3;2658
without_coding_region  5000   NC_072005.2     SCFR_NC_072005_2_4573635_4580682_frame1_fft       24   3  0.022989;0.045409;0.022421    861.871;678.546;560.022      44;22;45
without_coding_region  5000   NC_072005.2     SCFR_NC_072005_2_43253046_43276110_frame_1_fft    14   3  0.466658;0.333333;0.366675    9991.810;9772.222;7100.176   2;3;3
without_coding_region  5000   NC_072005.2     SCFR_NC_072005_2_62226990_62232417_frame_1_fft    4    3  0.000737;0.000369;0.321356    455.071;454.560;326.200      1357;2714;3
without_coding_region  5000   NC_072005.2     SCFR_NC_072005_2_62226986_62232158_frame_2_fft    3    3  0.321346;0.321732;0.336234    312.375;301.890;299.682      3;3;3
without_coding_region  5000   NC_072005.2     SCFR_NC_072005_2_65389157_65394329_frame3_fft     2    2  0.166667;0.333333             3854.230;1439.782            6;3
without_coding_region  5000   NC_072005.2     SCFR_NC_072005_2_9005064_9014835_frame_1_fft      1    1  0.333333                      2024.111                     3
without_coding_region  5000   NC_072005.2     SCFR_NC_072005_2_65389228_65394328_frame_3_fft    2    2  0.166667;0.333333             3820.138;1431.709            6;3
without_coding_region  5000   NC_072005.2     SCFR_NC_072005_2_8984121_9000780_frame_1_fft      4    3  0.333333;0.003422;0.002281    3330.967;777.611;654.500     3;292;438
without_coding_region  5000   NC_071988.2     SCFR_NC_071988_2_208796724_208804977_frame1_fft   13   3  0.285714;0.249970;0.142857    3017.801;2992.479;2982.046   4;4;7
without_coding_region  5000   NC_071988.2     SCFR_NC_071988_2_208796786_208805003_frame3_fft   13   3  0.249970;0.142875;0.285749    2986.900;2870.718;2709.220   4;7;4
without_coding_region  5000   NC_071988.2     SCFR_NC_071988_2_208796733_208804860_frame_2_fft  13   3  0.285714;0.250031;0.142857    2992.666;2971.933;2969.447   4;4;7
without_coding_region  5000   NC_071988.2     SCFR_NC_071988_2_208796752_208804942_frame2_fft   13   3  0.285714;0.142857;0.214286    3020.299;2985.729;2254.215   4;7;5
without_coding_region  5000   NC_071988.2     SCFR_NC_071988_2_208796827_208805020_frame_1_fft  13   3  0.249969;0.285732;0.107165    2974.707;2950.820;2531.831   4;4;9
without_coding_region  5000   NC_071988.2     SCFR_NC_071988_2_208796834_208804916_frame_3_fft  13   3  0.285697;0.107152;0.214303    2884.809;2675.218;2182.549   4;9;5
without_coding_region  5000   NC_071988.2     SCFR_NC_071988_2_6287657_6292859_frame_3_fft      13   3  0.333526;0.334295;0.333141    1435.963;1364.416;823.892    3;3;3
without_coding_region  5000   NC_071988.2     SCFR_NC_071988_2_902583_908268_frame_2_fft        31   3  0.030783;0.062093;0.485488    978.417;817.338;776.306      32;16;2
without_coding_region  5000   NC_071988.2     SCFR_NC_071988_2_902509_907945_frame_1_fft        30   3  0.030721;0.485467;0.484180    779.903;733.242;722.839      33;2;2
without_coding_region  5000   NC_071988.2     SCFR_NC_071988_2_902606_907985_frame_3_fft        31   3  0.062093;0.454731;0.484477    773.080;720.526;698.258      16;2;2
without_coding_region  5000   NC_071988.2     SCFR_NC_071988_2_902579_908240_frame3_fft         32   3  0.030737;0.454690;0.484190    848.790;735.999;711.633      33;2;2
without_coding_region  5000   NC_071988.2     SCFR_NC_071988_2_902563_908938_frame2_fft         30   3  0.030745;0.062118;0.485490    883.848;803.280;741.880      33;16;2
without_coding_region  5000   NC_071988.2     SCFR_NC_071988_2_951612_957822_frame1_fft         16   3  0.054911;0.216425;0.215137    1412.910;882.371;751.452     18;5;5
without_coding_region  5000   NC_071988.2     SCFR_NC_071988_2_951697_957940_frame2_fft         16   3  0.054942;0.216402;0.106359    1621.519;843.049;684.791     18;5;9
without_coding_region  5000   NC_071988.2     SCFR_NC_071988_2_902616_908115_frame1_fft         30   3  0.030733;0.485543;0.484452    849.876;800.540;681.549      33;2;2
without_coding_region  5000   NC_071988.2     SCFR_NC_071988_2_951737_957827_frame_3_fft        15   3  0.055008;0.216420;0.217241    1442.858;873.148;601.330     18;5;5
without_coding_region  5000   NC_071988.2     SCFR_NC_071988_2_951702_957939_frame_2_fft        17   3  0.054994;0.216450;0.215168    1578.684;883.556;830.248     18;5;5
without_coding_region  5000   NC_071996.2     SCFR_NC_071996_2_10375163_10381460_frame3_fft     24   3  0.178180;0.411466;0.176751    690.309;681.009;676.120      6;2;6
without_coding_region  5000   NC_071996.2     SCFR_NC_071996_2_11795921_11801246_frame3_fft     32   3  0.411831;0.181784;0.409953    851.574;693.913;593.233      2;6;2
without_coding_region  5000   NC_071996.2     SCFR_NC_071996_2_11772736_11777884_frame2_fft     24   3  0.410645;0.411422;0.177739    716.400;644.956;598.338      2;2;6
without_coding_region  5000   NC_071996.2     SCFR_NC_071996_2_10378456_10383616_frame2_fft     24   3  0.182946;0.412791;0.181395    626.833;597.724;546.046      5;2;6
