"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
1.03090249493709e-14,54,224,3.66814577039275,"Path:pon04820 Cytoskeleton in muscle cells","https://www.genome.jp/kegg-bin/show_pathway?pon04820"," TRIM54  ATP1A2  MYOM2  ACTB  MYL3  COL6A5  COL9A3  MYH3  COL5A3  COL11A2  TTN  FBN3  PDLIM7  DIAPH1  COL1A1  ACTN3  ITGA7  NID2  ATP1A3  JUP  TLN1    NEB  COL4A1  COL4A2  COL9A2  FMNL2  FLNC  SPTBN5  EMD  PDLIM4  MYH6  MYH7B  MYL11  OBSCN  SPTBN4  MYBPC3  SUN2  ITGB4  ITGA5  LMNB2  PLEC  COL4A5  MYBPC2  ITGA3  COL6A1  AGRN  ENO3  TNNC1  COL6A2  MYH8  MYL7  HSPG2"
0.00057222703908073,18,84,3.26057401812689,"Path:pon04512 ECM-receptor interaction","https://www.genome.jp/kegg-bin/show_pathway?pon04512"," VTN  COL6A5  COL9A3  LAMB3  COL1A1  ITGA7  LAMC3  COL4A1  COL4A2  COL9A2  LAMC2  ITGB4  ITGA5  COL4A5  ITGA3  COL6A1  AGRN  COL6A2"
1.42334747470948e-07,39,201,2.95236055372683,"Path:pon04510 Focal adhesion","https://www.genome.jp/kegg-bin/show_pathway?pon04510"," PAK6  SHC1  ILK  ACTB  VTN  EMP1  COL6A5  COL9A3  LAMB3  PIP5K1C  FLNB  DIAPH1  COL1A1  ITGA7  LAMC3  TLN1  AKT1  RAC1  COL4A1  RAPGEF1  PPP1R12C  COL4A2  COL9A2  FLNA  LAMC2  MYL11  ERBB2  ITGB4  ITGA5  COL4A5  BIRC2  ITGA3  PDGFRB  COL6A1  COL6A2  FLT4  VASP  PIK3CD  MYL7"
5.22020891095307e-07,36,187,2.92928574890544,"Path:pon04814 Motor proteins","https://www.genome.jp/kegg-bin/show_pathway?pon04814"," KIF1C  KLC2  KIF5A  KLC3  KIFC3  ACTB  MYL3  DNAH1  MYH3  KIF21B  CENPE  KIF26A  DNAH8  DNAH9  KIF7  MYO15A    MYO1F  TUBA1A  KIF12  MYH6  MYH7B  MYL11  DNAH17  MYO1C  MYO18A  DNAH10  KIFC2  DNAH11  DNAI1  KIF19  KIF2C  TNNC1  MYH8  MYL7"
0.00347590413455744,17,93,2.78142156385018,"Path:pon04912 GnRH signaling pathway","https://www.genome.jp/kegg-bin/show_pathway?pon04912"," CAMK2A    CACNA1F  CACNA1S  ITPR3  MAPK12  HBEGF  ADCY6  MAPK11  PLA2G4F  MAPK13  PLA2G4D  PLD2  PLCB2  PLCB3  ADCY4  CAMK2G"
0.0139135945409935,13,72,2.74733551527358,"Path:pon04971 Gastric acid secretion","https://www.genome.jp/kegg-bin/show_pathway?pon04971"," SLC4A2  ATP1A2  CAMK2A  ACTB  ITPR3  ATP4A  ADCY6  ATP1A3  SLC26A7  PLCB2  PLCB3  ADCY4  CAMK2G"
0.0034461992702137,18,101,2.71176452992731,"Path:pon05414 Dilated cardiomyopathy","https://www.genome.jp/kegg-bin/show_pathway?pon05414"," ACTB  MYL3  CACNA1F  CACNA1S  TTN  ADCY6  ITGA7    ATP2A3  EMD  MYH6  CACNA2D2  MYBPC3  ITGB4  ITGA5  ITGA3  ADCY4  TNNC1"
0.00180475718994015,21,121,2.64079548575566,"Path:pon04611 Platelet activation","https://www.genome.jp/kegg-bin/show_pathway?pon04611"," ACTB  ITPR3  MAPK12  COL1A1  ADCY6  MAPK11  ARHGEF1  TLN1  AKT1  NOS3  PLA2G4F  MAPK13  PLA2G4D  PIK3R6  FERMT3  PLCB2  ADAMTS13  PLCB3  ADCY4  VASP  PIK3CD"
0.0111483599443368,16,95,2.56269677214183,"Path:pon01522 Endocrine resistance","https://www.genome.jp/kegg-bin/show_pathway?pon01522"," SHC1  DLL1  MAPK12  HBEGF  ADCY6  MAPK11  AKT1  CARM1  JAG2  MAPK13  ERBB2  MED1  NOTCH3  RPS6KB2  ADCY4  PIK3CD"
0.00603229386003133,18,107,2.55970296750148,"Path:pon04931 Insulin resistance","https://www.genome.jp/kegg-bin/show_pathway?pon04931"," NR1H2  SLC27A4  GYS1  PCK1  MLX  MLXIPL  CRTC2  TNFRSF1A  CREB3  AKT1  CPT1B  NOS3  NR1H3  SLC2A4  G6PC3  SLC27A1  RPS6KB2  PIK3CD"
