"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.00118200018113779,12,47,3.83357828660907,"Path:hsa04973 Carbohydrate digestion and absorption","https://www.genome.jp/kegg-bin/show_pathway?hsa04973"," AKT1  HK3  ATP1A3  FXYD2  PIK3CD  PIK3R2  PLCB2  PLCB3  PLCB4  SLC2A2  MGAM  G6PC3"
4.11712463840181e-06,22,89,3.71153553216646,"Path:hsa04512 ECM-receptor interaction","https://www.genome.jp/kegg-bin/show_pathway?hsa04512"," COL1A1  COL1A2  COL4A1  COL4A5  COL6A1  COL6A2  COL9A2  COL6A5  HSPG2  ITGA2B  ITGA3  ITGA5  ITGA7  ITGB4  AGRN  LAMA5  LAMB2  LAMB3  LAMC2  THBS3  TNXB  VTN"
1.09742593929095e-15,57,232,3.68899289864429,"Path:hsa04820 Cytoskeleton in muscle cells","https://www.genome.jp/kegg-bin/show_pathway?hsa04820"," COL1A1  COL1A2  COL4A1  COL4A5  COL6A1  COL6A2  COL9A2  COL11A2  DIAPH1  EMD  ENO3  FLNC  DAAM2  COL6A5  SUN2  AMPD2  ANK3  MYL11  HSPG2  ITGA2B  ITGA3  ITGA5  ITGA7  ITGB4  AGRN  MYBPC2  MYBPC3  MYH3  MYH6  MYH7  MYH8  MYH11  MYL3  NEB  ATP1A3  COL5A3  SPTBN5  PLEC  FMN2  MYH7B  SPTBN4  SPTAN1  ACTC1  THBS3  TLN1  TNNC1  TNNT1  TTN  FMNL1  ZYX  OBSCN  FBN3  LMNB2  COL27A1  MYH13  ACTN3  PDLIM7"
3.43158946697844e-10,44,202,3.27056101349322,"Path:hsa04510 Focal adhesion","https://www.genome.jp/kegg-bin/show_pathway?hsa04510"," LAMC3  COL1A1  COL1A2  COL4A1  COL4A5  COL6A1  COL6A2  COL9A2  DIAPH1  EMP1  ERBB2  AKT1  FLNA  FLNB  FLT4  PIP5K1C  COL6A5  SHC2  RAPGEF1  MYL11  ILK  ITGA2B  ITGA3  ITGA5  ITGA7  ITGB4  LAMA5  LAMB2  LAMB3  LAMC2  PDGFRB  PIK3CD  PIK3R2  PPP1R12C  PAK6  RAC1  SHC1  THBS3  TLN1  TNXB  VTN  ZYX  MYLK2  ACTN1"
0.00106974669138897,18,92,2.93768770876021,"Path:hsa04912 GnRH signaling pathway","https://www.genome.jp/kegg-bin/show_pathway?hsa04912"," ADCY6  HBEGF  ADCY4  PTK2B  ITPR3  PLCB2  PLCB3  PLCB4  PLD2  MAPK11  MAPK13  MAP2K7  MAPK12  CACNA1C  CACNA1F  CAMK2B  CAMK2G  CALML4"
4.80059178760846e-07,37,194,2.86365663247988,"Path:hsa04814 Motor proteins","https://www.genome.jp/kegg-bin/show_pathway?hsa04814"," TUBB4A  CENPE  KIF1C  KIF2C  KIF12  KIF19  DNAH2  KIF21B  DNAH1  TUBB8B  KIF26A  MYL11  TUBB8  KIF5A  MYO1F  MYH3  MYH6  MYH7  MYH8  MYH11  MYL3  MYL6  MYO1A  MYO1C  MYO7B  MYO15A  ACTR10  MYH7B  KLC2  ACTC1  TNNC1  TNNT1  TUBG1  MYO15B  MYO19  DNAH17  MYH13"
1.58935972054018e-05,29,153,2.84595163651861,"Path:hsa04261 Adrenergic signaling in cardiomyocytes","https://www.genome.jp/kegg-bin/show_pathway?hsa04261"," CREB3  ADCY6  PIK3R6  ADCY4  AKT1  PPP2R3B  MYH6  MYH7  MYL3  ATP1A3  FXYD2  ATP2A3  ATP2B3  PLCB2  PLCB3  PLCB4  PPP2R5D  MAPK11  MAPK13  MAPK12  ACTC1  TNNC1  CACNA1C  CACNA1F  CAMK2B  CAMK2G  CALML4  CACNA2D2  CACNA2D4"
0.000329494443755308,23,124,2.78501218267769,"Path:hsa04611 Platelet activation","https://www.genome.jp/kegg-bin/show_pathway?hsa04611"," ADCY6  COL1A1  COL1A2  PIK3R6  ADCY4  AKT1  F2  ITGA2B  ITPR3  NOS3  P2RX1  PIK3CD  PIK3R2  PLCB2  PLCB3  PLCB4  MAPK11  MAPK13  MAPK12  TLN1  FERMT3  MYLK2  ARHGEF1"
0.00118200018113779,19,103,2.7697292960695,"Path:hsa04974 Protein digestion and absorption","https://www.genome.jp/kegg-bin/show_pathway?hsa04974"," SLC7A9  COL1A1  COL1A2  COL4A1  COL4A5  COL6A1  COL6A2  COL7A1  COL9A2  COL11A2  COL6A5  ATP1A3  FXYD2  COL5A3  PGA5  PGA3  PGA4  COL18A1  COL27A1"
0.00166941388391113,18,99,2.72997241622161,"Path:hsa05410 Hypertrophic cardiomyopathy","https://www.genome.jp/kegg-bin/show_pathway?hsa05410"," ACE  EMD  ITGA2B  ITGA3  ITGA5  ITGA7  ITGB4  MYBPC3  MYH6  MYH7  MYL3  ATP2A3  ACTC1  TNNC1  TTN  CACNA1C  CACNA1F  CACNA2D2"
0.00144382130877493,19,105,2.71697254757293,"Path:hsa05414 Dilated cardiomyopathy","https://www.genome.jp/kegg-bin/show_pathway?hsa05414"," ADCY6  ADCY4  EMD  ITGA2B  ITGA3  ITGA5  ITGA7  ITGB4  MYBPC3  MYH6  MYH7  MYL3  ATP2A3  ACTC1  TNNC1  TTN  CACNA1C  CACNA1F  CACNA2D2"
0.000575107521447454,24,138,2.61127796334241,"Path:hsa04910 Insulin signaling pathway","https://www.genome.jp/kegg-bin/show_pathway?hsa04910"," SORBS1  AKT1  FASN  FLOT2  EXOC7  SHC2  MKNK2  RAPGEF1  HK3  INPPL1  ARAF  PHKA2  PHKG1  PIK3CD  PIK3R2  PKLR  RPS6KB2  SHC1  SLC2A4  SREBF1  TSC2  CALML4  G6PC3  TRIP10"
0.00118200018113779,22,129,2.56067180126213,"Path:hsa04926 Relaxin signaling pathway","https://www.genome.jp/kegg-bin/show_pathway?hsa04926"," CREB3  ADCY6  COL1A1  COL1A2  COL4A1  COL4A5  ADCY4  AKT1  SHC2  ARRB2  NOS2  NOS3  PIK3CD  PIK3R2  PLCB2  PLCB3  PLCB4  MAPK11  MAPK13  MAP2K7  MAPK12  SHC1"
0.00198994259312846,20,119,2.52350391415443,"Path:hsa04722 Neurotrophin signaling pathway","https://www.genome.jp/kegg-bin/show_pathway?hsa04722"," SH2B3  IRAK3  AKT1  SHC2  RAPGEF1  IRAK1  MATK  NFKBIE  PIK3CD  PIK3R2  MAPK11  MAPK13  MAP2K7  RAC1  MAPK12  SHC1  CAMK2B  CAMK2G  CALML4  MAGED1"
0.00198994259312846,20,120,2.50247471486981,"Path:hsa04935 Growth hormone synthesis secretion and action","https://www.genome.jp/kegg-bin/show_pathway?hsa04935"," CREB3  ADCY6  ADCY4  AKT1  SHC2  GHRHR  ITPR3  PIK3CD  PIK3R2  PLCB2  PLCB3  PLCB4  ADCY10  MAPK11  MAPK13  MAPK12  SHC1  STAT3  CACNA1C  CACNA1F"
0.00151827831804063,22,133,2.48365911550989,"Path:hsa04380 Osteoclast differentiation","https://www.genome.jp/kegg-bin/show_pathway?hsa04380"," LILRB2  IRF9  LILRB4  LILRB3  OSCAR  CSF1R  AKT1  LILRA5  ITPR3  ATP2A3  PIK3CD  PIK3R2  MAPK11  MAPK13  MAP2K7  RAC1  MAPK12  NCF1  TEC  TNFRSF1A  TYK2  LILRA6"
3.07023864901239e-07,53,332,2.3969486726765,"Path:hsa05165 Human papillomavirus infection","https://www.genome.jp/kegg-bin/show_pathway?hsa05165"," APC2  LAMC3  IRF9  CREB3  CHD4  RBPJL  COL1A1  COL1A2  COL4A1  COL4A5  COL6A1  COL6A2  COL9A2  DVL1  DVL2  AKT1  SCRIB  COL6A5  PPP2R3B  HLA-B  IRF1  IRF3  ITGA2B  ITGA3  ITGA5  ITGA7  ITGB4  LAMA5  LAMB2  LAMB3  LAMC2  LFNG  LLGL2  NOTCH3  NOTCH4  PDGFRB  PIK3CD  PIK3R2  PPP2R5D  HES4  RBL1  RPS6KB2  TCF7  THBS3  TNFRSF1A  TNXB  TSC2  TUBG1  TYK2  VTN  TCF7L1  CCNE1  ATP6V0D1"
0.00106974669138897,28,182,2.30997665987982,"Path:hsa04360 Axon guidance","https://www.genome.jp/kegg-bin/show_pathway?hsa04360"," CDK5  SEMA4D  EFNA4-EFNA3  EFNA3  EFNB1  EPHA8  EPHB3  FES  ABLIM3  PLXNB2  ILK  L1CAM  NTN3  PIK3CD  PIK3R2  PLXNA1  PLXNB3  SEMA5B  SEMA4C  PLXNA3  PAK6  RAC1  ROBO3  SEMA3B  CAMK2B  CAMK2G  SEMA7A  UNC5A"
