SCFR_NC_073224_2_103039743_103040053_frame_1_fft	1	1	0.335484	78.166	3
SCFR_NC_073224_2_11407790_11408175_frame_2_fft	1	1	0.332468	90.837	3
SCFR_NC_073224_2_104581524_104590679_frame1_fft	51	3	0.333370;0.179356;0.307701	1780.368;1484.315;1317.473	3;6;3
SCFR_NC_073224_2_104581524_104590601_frame1_fft	52	3	0.333370;0.179354;0.307701	1771.291;1520.977;1300.450	3;6;3
SCFR_NC_073224_2_136882007_136882065_frame3_fft	1	1	0.327586	36.056	3
SCFR_NC_073224_2_213246154_213246566_frame2_fft	1	1	0.332524	88.430	3
SCFR_NC_073224_2_226422089_226422422_frame_3_fft	1	1	0.333333	98.492	3
SCFR_NC_073224_2_37269654_37270037_frame1_fft	1	1	0.300261	118.429	3
SCFR_NC_073224_2_38592970_38593784_frame_3_fft	1	1	0.332924	137.850	3
SCFR_NC_073224_2_49419919_49420586_frame_3_fft	1	1	0.332834	154.504	3
SCFR_NC_073224_2_59659658_59661524_frame3_fft	2	2	0.392819;0.013934	215.847;205.412	3;72
SCFR_NC_073227_2_15556122_15556328_frame1_fft	1	1	0.334951	74.406	3
SCFR_NC_073227_2_167668241_167668515_frame3_fft	1	1	0.335766	73.585	3
SCFR_NC_073228_2_100114163_100114256_frame_1_fft	1	1	0.333333	46.269	3
SCFR_NC_073228_2_11930372_11930858_frame_1_fft	1	1	0.333333	114.553	3
SCFR_NC_073228_2_142333356_142333513_frame1_fft	1	1	0.337580	56.406	3
SCFR_NC_073228_2_154381547_154382028_frame3_fft	1	1	0.332640	118.800	3
SCFR_NC_073228_2_180020728_180020864_frame2_fft	1	1	0.330882	56.222	3
SCFR_NC_073228_2_180371014_180371284_frame2_fft	1	1	0.337037	114.970	3
SCFR_NC_073228_2_63487597_63488113_frame_2_fft	1	1	0.333333	112.749	3
SCFR_NC_073228_2_99770126_99771178_frame3_fft	1	1	0.333650	162.178	3
SCFR_NC_073228_2_99770016_99771178_frame1_fft	1	1	0.333046	172.255	3
SCFR_NC_073229_2_131673477_131673658_frame1_fft	1	1	0.331492	62.702	3
SCFR_NC_073229_2_149483083_149483347_frame_2_fft	1	1	0.333333	70.272	3
SCFR_NC_073229_2_160233907_160234160_frame2_fft	1	1	0.335968	74.018	3
SCFR_NC_073229_2_183941560_183941762_frame_1_fft	1	1	0.331683	72.956	3
SCFR_NC_073229_2_183941812_183942230_frame_1_fft	1	1	0.332536	122.435	3
SCFR_NC_073229_2_54927193_54927539_frame2_fft	1	1	0.335260	88.206	3
SCFR_NC_073229_2_59479644_59480004_frame_3_fft	1	1	0.333333	98.057	3
SCFR_NC_073229_2_84833065_84833186_frame2_fft	1	1	0.338843	48.797	3
SCFR_NC_073229_2_94630322_94631893_frame3_fft	1	1	0.333546	186.075	3
SCFR_NC_073230_2_132681543_132682595_frame1_fft	2	2	0.333650;0.001901	206.570;145.358	3;526
SCFR_NC_073230_2_15117192_15117250_frame1_fft	1	1	0.327586	35.361	3
SCFR_NC_073230_2_159838856_159839708_frame_1_fft	1	1	0.333333	193.567	3
SCFR_NC_073230_2_54880803_54881769_frame1_fft	1	1	0.333333	147.492	3
SCFR_NC_073230_2_87793006_87793822_frame_2_fft	12	3	0.333333;0.411765;0.254902	235.272;173.232;169.997	3;2;4
SCFR_NC_073230_2_87673512_87673767_frame_3_fft	1	1	0.333333	75.060	3
SCFR_NC_073230_2_87667410_87673767_frame_3_fft	38	3	0.333333;0.299512;0.367154	2175.216;1072.164;1019.368	3;3;3
SCFR_NC_073230_2_87807141_87815400_frame_3_fft	14	3	0.333333;0.019615;0.373290	2294.084;602.862;580.153	3;51;3
SCFR_NC_073230_2_87799959_87815400_frame_3_fft	39	3	0.333333;0.411890;0.078557	4426.370;1893.417;1820.346	3;2;13
