SCFR_NC_071985_2_112753976_112755780_frame3_fft	1	1	0.333149	226.128	3
SCFR_NC_071985_2_214700779_214701188_frame2_fft	1	1	0.332518	196.354	3
SCFR_NC_071985_2_21850462_21850774_frame_2_fft	1	1	0.310897	78.198	3
SCFR_NC_071985_2_25755924_25756240_frame_2_fft	1	1	0.300633	108.784	3
SCFR_NC_071985_2_24127727_24128542_frame3_fft	1	1	0.333742	157.807	3
SCFR_NC_071985_2_39681173_39681335_frame_1_fft	1	1	0.333333	61.922	3
SCFR_NC_071985_2_42161851_42162608_frame_1_fft	1	1	0.332893	174.124	3
SCFR_NC_071985_2_5047213_5047598_frame_1_fft	1	1	0.332468	86.738	3
SCFR_NC_071985_2_96805673_96805983_frame_3_fft	1	1	0.335484	78.308	3
SCFR_NC_071988_2_1115191_1117075_frame_1_fft	1	1	0.369427	208.254	3
SCFR_NC_071988_2_7030726_7030935_frame2_fft	1	1	0.339713	76.333	3
SCFR_NC_071989_2_103750439_103750532_frame_1_fft	1	1	0.333333	46.269	3
SCFR_NC_071989_2_146830022_146830173_frame3_fft	1	1	0.337748	55.408	3
SCFR_NC_071989_2_182487112_182487460_frame_2_fft	1	1	0.333333	90.738	3
SCFR_NC_071989_2_186230800_186231039_frame_3_fft	1	1	0.334728	95.884	3
SCFR_NC_071990_2_108570610_108570815_frame2_fft	1	1	0.331707	64.054	3
SCFR_NC_071990_2_137556083_137556354_frame3_fft	1	1	0.332103	92.950	3
SCFR_NC_071990_2_31205907_31206036_frame_1_fft	1	1	0.333333	53.285	3
SCFR_NC_071990_2_41933570_41933930_frame_2_fft	1	1	0.333333	101.318	3
SCFR_NC_071990_2_43289538_43289700_frame_1_fft	1	1	0.351852	57.057	3
SCFR_NC_071990_2_43879638_43879725_frame_1_fft	1	1	0.333333	38.955	3
SCFR_NC_071990_2_71101365_71102936_frame1_fft	1	1	0.333546	186.419	3
SCFR_NC_071991_2_10728791_10735125_frame3_fft	50	3	0.333281;0.401168;0.265551	1798.849;1308.792;1204.120	3;2;4
SCFR_NC_071991_2_10606161_10616314_frame1_fft	5	3	0.333301;0.373387;0.293312	2315.070;646.568;607.505	3;3;3
SCFR_NC_071991_2_10606161_10626289_frame1_fft	40	3	0.333317;0.019575;0.450964	5210.199;1436.157;1427.311	3;51;2
