SCFR_Name	Num_Raw_Peaks	Top_Peak_Count	Frequencies	Magnitudes	Periods
SCFR_NC_073224_2_100771849_100772555_frame2_fft	1	1	0.002833	131.725	354
SCFR_NC_073224_2_103039743_103040053_frame_1_fft	1	1	0.335484	78.166	3
SCFR_NC_073224_2_103201633_103201847_frame2_fft	1	1	0.009346	72.604	108
SCFR_NC_073224_2_104648579_104649781_frame3_fft	7	3	0.472546;0.333611;0.222962	222.365;202.046;178.547	2;3;4
SCFR_NC_073224_2_11407790_11408175_frame_2_fft	1	1	0.332468	90.837	3
SCFR_NC_073224_2_101629163_101630880_frame3_fft	9	3	0.166570;0.333139;0.116482	437.434;352.949;326.500	6;3;9
SCFR_NC_073224_2_104581524_104589629_frame1_fft	45	3	0.179642;0.333374;0.179272	1635.259;1565.087;1300.906	6;3;6
SCFR_NC_073224_2_104581524_104590679_frame1_fft	51	3	0.333370;0.179356;0.307701	1780.368;1484.315;1317.473	3;6;3
SCFR_NC_073224_2_104581524_104590601_frame1_fft	52	3	0.333370;0.179354;0.307701	1771.291;1520.977;1300.450	3;6;3
SCFR_NC_073224_2_104581524_104583572_frame1_fft	12	3	0.179688;0.461426;0.333496	471.671;363.997;329.180	6;2;3
SCFR_NC_073224_2_101629163_101630934_frame3_fft	9	3	0.166573;0.116318;0.333145	443.931;390.463;359.038	6;9;3
SCFR_NC_073224_2_136882007_136882065_frame3_fft	1	1	0.327586	36.056	3
SCFR_NC_073224_2_16317733_16318351_frame2_fft	1	1	0.490291	120.427	2
SCFR_NC_073224_2_16317733_16318348_frame2_fft	1	1	0.486179	122.376	2
SCFR_NC_073224_2_16379640_16379937_frame_2_fft	1	1	0.171717	83.637	6
SCFR_NC_073224_2_16379637_16379937_frame_2_fft	1	1	0.173333	77.538	6
SCFR_NC_073224_2_180072767_180072984_frame3_fft	1	1	0.493088	66.693	2
SCFR_NC_073224_2_184888714_184888887_frame2_fft	1	1	0.468208	60.120	2
SCFR_NC_073224_2_196491323_196491768_frame3_fft	1	1	0.004494	102.649	223
SCFR_NC_073224_2_20358858_20359159_frame1_fft	1	1	0.006645	77.276	151
SCFR_NC_073224_2_208515517_208515720_frame_2_fft	1	1	0.152709	64.547	7
SCFR_NC_073224_2_213246154_213246566_frame2_fft	1	1	0.332524	88.430	3
SCFR_NC_073224_2_220222872_220223130_frame_2_fft	1	1	0.166667	105.614	6
SCFR_NC_073224_2_222939182_222939392_frame3_fft	1	1	0.166667	67.693	6
SCFR_NC_073224_2_224798706_224799111_frame_2_fft	1	1	0.244444	114.023	4
SCFR_NC_073224_2_226422089_226422422_frame_3_fft	1	1	0.333333	98.492	3
SCFR_NC_073224_2_234519092_234519637_frame3_fft	2	2	0.262385;0.249541	120.327;114.543	4;4
SCFR_NC_073224_2_236919444_236919556_frame_1_fft	1	1	0.410714	48.797	2
SCFR_NC_073224_2_238642017_238642313_frame1_fft	1	1	0.192568	76.532	5
SCFR_NC_073224_2_239660863_239661383_frame2_fft	1	1	0.050000	110.934	20
SCFR_NC_073224_2_24807107_24807446_frame_3_fft	1	1	0.011799	80.685	85
SCFR_NC_073224_2_37269654_37270037_frame1_fft	1	1	0.300261	118.429	3
SCFR_NC_073224_2_38592970_38593784_frame_3_fft	1	1	0.332924	137.850	3
SCFR_NC_073224_2_40881934_40882209_frame2_fft	1	1	0.047273	81.980	21
SCFR_NC_073224_2_49419919_49420586_frame_3_fft	1	1	0.332834	154.504	3
SCFR_NC_073224_2_59659658_59661524_frame3_fft	2	2	0.392819;0.013934	215.847;205.412	3;72
SCFR_NC_073224_2_79616931_79617235_frame1_fft	1	1	0.006579	77.162	152
SCFR_NC_073224_2_88842483_88842795_frame1_fft	1	1	0.019231	79.699	52
SCFR_NC_073227_2_101367021_101367131_frame_2_fft	1	1	0.245455	49.857	4
SCFR_NC_073227_2_11328227_11328704_frame_2_fft	4	3	0.199161;0.400419;0.350105	120.844;115.033;100.518	5;3;3
SCFR_NC_073227_2_115517259_115517525_frame_2_fft	1	1	0.015038	73.677	67
SCFR_NC_073227_2_11015870_11016774_frame3_fft	8	3	0.113938;0.255531;0.056416	309.762;194.214;173.573	9;4;18
SCFR_NC_073227_2_13671321_13671495_frame_1_fft	1	1	0.040230	56.874	25
SCFR_NC_073227_2_13767289_13767499_frame_3_fft	1	1	0.019048	67.916	53
SCFR_NC_073227_2_15556122_15556328_frame1_fft	1	1	0.334951	74.406	3
SCFR_NC_073227_2_15523197_15523948_frame1_fft	1	1	0.002663	120.219	376
