SCFR_NC_072373_2_109770942_109772746_frame1_fft	1	1	0.333149	226.128	3
SCFR_NC_072373_2_165133556_165134060_frame_2_fft	1	1	0.333333	128.928	3
SCFR_NC_072373_2_203749161_203749497_frame1_fft	1	1	0.333333	81.870	3
SCFR_NC_072373_2_21775764_21776076_frame_1_fft	1	1	0.310897	78.198	3
SCFR_NC_072373_2_25257849_25257900_frame_1_fft	1	1	0.333333	29.065	3
SCFR_NC_072373_2_25700509_25700825_frame_2_fft	1	1	0.300633	110.829	3
SCFR_NC_072373_2_24059811_24060626_frame1_fft	1	1	0.333742	158.467	3
SCFR_NC_072373_2_42095939_42096696_frame_1_fft	1	1	0.332893	174.124	3
SCFR_NC_072373_2_5036440_5036825_frame_2_fft	1	1	0.332468	86.738	3
SCFR_NC_072373_2_87552076_87553097_frame2_fft	7	3	0.350637;0.026445;0.377081	223.461;222.830;182.605	3;38;3
SCFR_NC_072373_2_96589955_96590265_frame_1_fft	1	1	0.335484	78.438	3
SCFR_NC_072373_2_98066202_98067378_frame1_fft	7	3	0.333333;0.458333;0.480442	215.333;204.001;201.462	3;2;2
SCFR_NC_072376_2_122482505_122483135_frame_3_fft	2	2	0.346032;0.192063	130.148;118.182	3;5
SCFR_NC_072373_2_225108373_225111159_frame2_fft	8	3	0.370065;0.262742;0.262024	383.908;375.467;338.563	3;4;4
SCFR_NC_072376_2_159524193_159524470_frame1_fft	1	1	0.335740	74.731	3
SCFR_NC_072376_2_7025814_7026023_frame1_fft	1	1	0.339713	76.333	3
SCFR_NC_072377_2_142984285_142984436_frame2_fft	1	1	0.337748	55.408	3
SCFR_NC_072377_2_177768350_177769178_frame_3_fft	1	1	0.333333	158.711	3
SCFR_NC_072377_2_178628028_178628376_frame_2_fft	1	1	0.333333	90.767	3
SCFR_NC_072377_2_182205260_182206087_frame_1_fft	3	3	0.333736;0.330109;0.336155	343.396;151.964;150.365	3;3;3
SCFR_NC_072377_2_99541211_99542364_frame3_fft	1	1	0.333044	179.494	3
SCFR_NC_072377_2_99882195_99882288_frame_2_fft	1	1	0.333333	46.269	3
SCFR_NC_072378_2_107424392_107424573_frame3_fft	1	1	0.331492	64.755	3
SCFR_NC_072378_2_136392492_136392784_frame1_fft	1	1	0.335616	97.949	3
SCFR_NC_072378_2_31162444_31162573_frame_3_fft	1	1	0.333333	51.718	3
SCFR_NC_072378_2_42049491_42049851_frame_1_fft	1	1	0.333333	99.759	3
