SCFR_Name	Num_Raw_Peaks	Top_Peak_Count	Frequencies	Magnitudes	Periods
SCFR_NC_071985_2_115080195_115080868_frame_3_fft	1	1	0.332838	126.174	3
SCFR_NC_071985_2_205991054_205991368_frame2_fft	3	3	0.165605;0.334395;0.248408	107.533;97.343;85.892	6;3;4
SCFR_NC_071985_2_205991042_205991368_frame2_fft	3	3	0.165644;0.334356;0.248466	110.568;101.604;89.857	6;3;4
SCFR_NC_071985_2_211569074_211569588_frame1_fft	1	1	0.025292	114.953	40
SCFR_NC_071985_2_21330183_21330513_frame_3_fft	1	1	0.175758	81.668	6
SCFR_NC_071985_2_217595933_217596640_frame2_fft	2	2	0.093352;0.046676	180.618;148.146	11;21
SCFR_NC_071985_2_218313610_218313962_frame_2_fft	1	1	0.250000	179.541	4
SCFR_NC_071985_2_21830428_21831182_frame_2_fft	1	1	0.461538	131.903	2
SCFR_NC_071985_2_224403970_224404161_frame1_fft	1	1	0.157068	64.836	6
SCFR_NC_071985_2_230349347_230349995_frame3_fft	3	3	0.032407;0.098765;0.066358	176.410;118.188;116.221	31;10;15
SCFR_NC_071985_2_230742794_230743192_frame2_fft	1	1	0.492462	127.334	2
SCFR_NC_071985_2_232172671_232173364_frame2_fft	2	2	0.492063;0.480519	157.885;130.789	2;2
SCFR_NC_071985_2_232381540_232382325_frame1_fft	1	1	0.002548	128.702	393
SCFR_NC_071985_2_232448046_232448801_frame3_fft	1	1	0.002649	129.071	378
SCFR_NC_071985_2_232695031_232695473_frame_2_fft	1	1	0.004525	93.244	222
SCFR_NC_071985_2_232778776_232779100_frame2_fft	3	3	0.101852;0.333333;0.487654	93.115;93.065;85.576	10;3;2
SCFR_NC_071985_2_232806434_232806683_frame3_fft	1	1	0.333333	70.694	3
SCFR_NC_071985_2_221570456_221571147_frame_1_fft	1	1	0.250362	125.172	4
SCFR_NC_071985_2_42161714_42162362_frame_1_fft	1	1	0.333333	167.571	3
SCFR_NC_071985_2_48947606_48948568_frame2_fft	1	1	0.333680	158.430	3
SCFR_NC_071985_2_5047039_5047932_frame_2_fft	1	1	0.333707	191.257	3
SCFR_NC_071985_2_46016012_46016997_frame_1_fft	3	3	0.314721;0.311675;0.316751	234.929;151.716;140.209	3;3;3
SCFR_NC_071985_2_46151_47750_frame_1_fft	1	1	0.333333	206.091	3
SCFR_NC_071985_2_88592280_88592526_frame_3_fft	1	1	0.008130	76.974	124
SCFR_NC_071985_2_93657084_93657537_frame_3_fft	1	1	0.249448	112.001	4
SCFR_NC_071985_2_90188844_90189841_frame_3_fft	1	1	0.453360	150.803	2
SCFR_NC_071985_2_97605023_97605263_frame_1_fft	1	1	0.291667	81.517	3
SCFR_NC_071985_2_97807827_97808137_frame2_fft	1	1	0.332258	95.506	3
SCFR_NC_071985_2_96888133_96888460_frame_2_fft	2	2	0.495413;0.006116	107.662;84.396	2;164
SCFR_NC_071988_2_1341594_1341945_frame1_fft	1	1	0.045584	96.290	22
SCFR_NC_071988_2_1362699_1363585_frame2_fft	2	2	0.314898;0.055305	243.541;140.226	3;18
