SCFR_Name	Num_Raw_Peaks	Top_Peak_Count	Frequencies	Magnitudes	Periods
SCFR_NC_073224_2_100414239_100414652_frame3_fft	1	1	0.004843	90.717	207
SCFR_NC_073224_2_104993851_104994243_frame1_fft	1	1	0.005102	95.927	196
SCFR_NC_073224_2_113234701_113235734_frame3_fft	1	1	0.333011	182.747	3
SCFR_NC_073224_2_11407616_11408509_frame_3_fft	1	1	0.333707	192.554	3
SCFR_NC_073224_2_104589979_104592423_frame1_fft	16	3	0.179214;0.282324;0.333470	501.800;495.776;492.983	6;4;3
SCFR_NC_073224_2_104588920_104592423_frame1_fft	22	3	0.179275;0.333428;0.282329	732.727;709.510;670.603	6;3;4
SCFR_NC_073224_2_101629301_101631035_frame3_fft	7	3	0.166667;0.333333;0.116494	436.459;381.895;331.611	6;3;9
SCFR_NC_073224_2_104649636_104651816_frame3_fft	8	3	0.333486;0.166972;0.214220	430.323;264.386;255.630	3;6;5
SCFR_NC_073224_2_104582875_104592423_frame1_fft	58	3	0.333368;0.179305;0.179619	1961.117;1803.769;1700.343	3;6;6
SCFR_NC_073224_2_104589901_104592423_frame1_fft	16	3	0.333466;0.179223;0.282316	513.371;511.709;508.479	3;6;4
SCFR_NC_073224_2_16257175_16257468_frame1_fft	1	1	0.177474	83.007	6
SCFR_NC_073224_2_16297666_16298017_frame2_fft	2	2	0.253561;0.259259	136.339;100.202	4;4
SCFR_NC_073224_2_186721663_186721921_frame2_fft	1	1	0.240310	68.940	4
SCFR_NC_073224_2_196354830_196355461_frame_2_fft	1	1	0.109350	113.689	9
SCFR_NC_073224_2_207729649_207730184_frame_1_fft	1	1	0.011215	103.139	89
SCFR_NC_073224_2_212283789_212284067_frame3_fft	3	3	0.165468;0.248201;0.334532	91.712;83.589;80.154	6;4;3
SCFR_NC_073224_2_215493552_215494112_frame_2_fft	3	3	0.060714;0.121429;0.362500	188.808;180.004;111.053	16;8;3
SCFR_NC_073224_2_224740462_224740931_frame_1_fft	1	1	0.249467	243.779	4
SCFR_NC_073224_2_228629593_228629990_frame_1_fft	1	1	0.007557	90.523	133
SCFR_NC_073224_2_230794325_230794426_frame2_fft	1	1	0.158416	42.504	6
SCFR_NC_073224_2_236742911_236743646_frame3_fft	5	3	0.032653;0.130612;0.065306	200.931;170.634;159.166	31;8;15
SCFR_NC_073224_2_236990971_236991346_frame2_fft	1	1	0.168000	96.677	6
SCFR_NC_073224_2_237241744_237242444_frame_1_fft	4	3	0.458571;0.375714;0.082857	305.708;178.520;174.008	2;3;12
SCFR_NC_073224_2_239080170_239080519_frame_2_fft	1	1	0.174785	84.211	6
SCFR_NC_073224_2_239572669_239573051_frame_1_fft	4	3	0.054974;0.138743;0.306283	121.769;118.286;107.325	18;7;3
SCFR_NC_073224_2_239660859_239661369_frame1_fft	1	1	0.427451	98.760	2
SCFR_NC_073224_2_239900459_239900783_frame3_fft	1	1	0.478395	85.042	2
SCFR_NC_073224_2_240149373_240150443_frame_2_fft	2	2	0.027103;0.170093	150.672;148.744	37;6
SCFR_NC_073224_2_38592830_38593439_frame_3_fft	1	1	0.333333	143.247	3
