Region	Window_Size	Chromosome	SCFR_Name	Num_Raw_Peaks	Top_Peak_Count	Frequencies	Magnitudes	Periods	Metric
without_coding_region	5000	NC_073266.2	SCFR_NC_073266_2_95786844_95792220_frame_1_fft	11	3	0.438430;0.437686;0.439174	1613.206;593.222;479.911	2;2;2	0.43839861774184125
without_coding_region	5000	NC_073266.2	SCFR_NC_073266_2_97485314_97491257_frame_2_fft	19	3	0.077234;0.076056;0.340905	858.868;637.785;452.635	13;13;3	0.1380743747188717
without_coding_region	5000	NC_073266.2	SCFR_NC_073266_2_97485255_97491270_frame_1_fft	19	3	0.077140;0.076143;0.343308	761.073;610.950;503.009	13;13;3	0.14821920417464876
without_coding_region	5000	NC_073266.2	SCFR_NC_073266_2_24780885_24785949_frame1_fft	25	3	0.467220;0.466825;0.032780	949.821;866.998;738.678	2;2;31	0.3415091365045626
without_coding_region	5000	NC_073266.2	SCFR_NC_073266_2_97485376_97491418_frame_3_fft	20	3	0.077127;0.076134;0.339457	692.964;622.740;491.638	13;13;3	0.1481445582263899
without_coding_region	5000	NC_073266.2	SCFR_NC_073266_2_97485385_97491331_frame2_fft	21	3	0.077195;0.076017;0.499327	886.195;574.267;484.902	13;13;2	0.18206800296396974
without_coding_region	5000	NC_073266.2	SCFR_NC_073266_2_97485399_97491234_frame1_fft	19	3	0.076093;0.077121;0.078320	669.282;658.511;490.994	13;13;13	0.07706639212673061
without_coding_region	5000	NC_073266.2	SCFR_NC_073266_2_97710376_97716211_frame_3_fft	7	3	0.133333;0.400000;0.466667	3123.262;2911.616;2649.693	8;3;2	0.3244379688388753
without_coding_region	5000	NC_073266.2	SCFR_NC_073266_2_97710484_97715986_frame2_fft	7	3	0.400036;0.133406;0.466739	2735.565;2374.811;2029.247	3;7;2	0.3303069688888335
without_coding_region	5000	NC_073266.2	SCFR_NC_073266_2_97485395_97491224_frame3_fft	18	3	0.077200;0.075999;0.075485	891.869;526.024;480.847	13;13;13	0.07643296110631259
without_coding_region	5000	NC_073266.2	SCFR_NC_073266_2_97710498_97715985_frame_1_fft	7	3	0.400036;0.133406;0.466740	2737.383;2374.139;2019.775	3;7;2	0.33016236972348784
without_coding_region	5000	NC_073266.2	SCFR_NC_073266_2_97710539_97716014_frame_2_fft	7	3	0.133333;0.400000;0.466667	3118.690;2913.785;2643.866	8;3;2	0.32446204089857694
without_coding_region	5000	NC_073266.2	SCFR_NC_073266_2_98260253_98270009_frame_2_fft	2	2	0.166667;0.333333	6766.072;3031.005	6;3	0.21822987730820115
without_coding_region	5000	NC_073266.2	SCFR_NC_073266_2_97710566_97716059_frame3_fft	7	3	0.399964;0.133261;0.466594	2726.523;2427.520;2050.695	3;8;2	0.3290677288642558
without_coding_region	5000	NC_073266.2	SCFR_NC_073266_2_98260266_98270004_frame1_fft	2	2	0.166667;0.333333	6770.030;3027.790	6;3	0.21817127831293084
without_coding_region	5000	NC_073266.2	SCFR_NC_073266_2_98260226_98269283_frame3_fft	2	2	0.166611;0.333333	4553.008;3006.879	6;3	0.23292321877231761
without_coding_region	5000	NC_073266.2	SCFR_NC_073266_2_98260285_98269282_frame_3_fft	2	2	0.166611;0.333333	4518.510;3001.502	6;3	0.2331556300410159
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_15616363_15624085_frame2_fft	33	3	0.270137;0.486532;0.108133	2275.448;2014.446;1318.561	4;2;9	0.3097742772761839
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_15616468_15624061_frame_1_fft	31	3	0.270117;0.486501;0.378375	1946.598;1550.641;1429.551	4;2;3	0.3696329595399845
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_15616277_15624254_frame3_fft	33	3	0.270152;0.486524;0.108186	2398.878;1925.628;1879.361	4;2;9	0.28824706842909437
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_15616476_15624231_frame1_fft	32	3	0.270148;0.486525;0.108188	2374.730;1932.796;1897.042	4;2;9	0.2880328354586492
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_15617997_15624084_frame_2_fft	32	3	0.270248;0.486611;0.459668	1631.084;1285.764;1187.762	4;2;2	0.3928364150679359
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_15617882_15623909_frame_3_fft	34	3	0.108180;0.270118;0.486478	1572.337;1494.038;1325.130	9;4;2	0.277423927624812
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_17774396_17780129_frame_3_fft	31	3	0.056689;0.169719;0.169196	869.910;844.857;836.427	18;6;6	0.13100638989626037
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_177881587_177889573_frame_1_fft	31	3	0.349737;0.350739;0.348735	847.882;836.488;822.842	3;3;3	0.3497424535843
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_17774704_17780362_frame_1_fft	27	3	0.056557;0.168964;0.169671	1056.837;1017.929;694.450	18;6;6	0.1262425580796153
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_177881889_177889524_frame_2_fft	26	3	0.348788;0.349443;0.349705	894.537;880.837;743.612	3;3;3	0.3492877409429826
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_177881699_177889148_frame_3_fft	27	3	0.348772;0.349443;0.350651	918.338;851.900;760.372	3;3;3	0.34956246707631766
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_188186700_188192712_frame_2_fft	30	3	0.123752;0.070692;0.106121	1585.319;1482.402;1291.016	8;14;9	0.10048421549820509
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_188186627_188192957_frame_3_fft	33	3	0.070774;0.017694;0.123855	1479.815;1316.870;1184.616	14;57;8	0.06901104419635691
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_188186797_188192935_frame_1_fft	30	3	0.070707;0.123819;0.106061	1635.774;1512.996;1316.903	14;8;9	0.0991273595323706
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_188264023_188289880_frame2_fft	96	3	0.040569;0.297328;0.202730	5281.457;4706.551;4161.379	25;3;5	0.17366753693506293
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_188264078_188289713_frame3_fft	97	3	0.040570;0.297328;0.202731	5255.367;4704.832;4171.864	25;3;5	0.1739204452081766
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_188832130_188842537_frame2_fft	51	3	0.314500;0.037763;0.276737	2587.763;1754.694;1599.617	3;26;4	0.22261371749173772
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_190437786_190442997_frame1_fft	15	3	0.200154;0.300134;0.099981	1248.143;1116.651;997.485	5;3;10	0.20364023718465957
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_189091061_189096125_frame_3_fft	17	3	0.152449;0.203397;0.101698	1050.431;1039.706;814.433	7;5;10	0.15645566952595394
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_191139159_191146335_frame_2_fft	2	2	0.166667;0.333333	5237.907;1811.873	6;3	0.20950204242940912
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_191139208_191145151_frame_1_fft	2	2	0.166583;0.333333	2984.642;1980.000	6;3	0.23308628462757236
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_190437653_190442777_frame3_fft	21	3	0.100117;0.049961;0.300156	1342.978;1125.672;1058.430	10;20;3	0.14413870462195358
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_191139160_191146336_frame2_fft	2	2	0.166667;0.333333	5239.669;1813.198	6;3	0.20951460479220718
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_188264100_188289723_frame1_fft	96	3	0.040550;0.202748;0.162198	5292.352;4503.704;4467.594	25;5;6	0.12986554379867704
without_coding_region	5000	NC_073254.2	SCFR_NC_073254_2_191139209_191145152_frame3_fft	2	2	0.166751;0.333333	2985.020;1980.000	6;3	0.23318222484904388
without_coding_region	5000	NC_073262.2	SCFR_NC_073262_2_142846356_142853328_frame1_fft	43	3	0.075014;0.052783;0.150029	1478.189;1307.312;1241.763	13;19;7	0.09092753295264475
without_coding_region	5000	NC_073262.2	SCFR_NC_073262_2_142843742_142850714_frame3_fft	46	3	0.075014;0.052783;0.150029	1490.177;1319.814;1282.689	13;19;7	0.09135540228432225
without_coding_region	5000	NC_073262.2	SCFR_NC_073262_2_141542706_141548382_frame_1_fft	20	3	0.440803;0.451198;0.450846	597.326;545.319;531.493	2;2;2	0.44737735361003694
without_coding_region	5000	NC_073262.2	SCFR_NC_073262_2_142844965_142850713_frame_3_fft	37	3	0.074983;0.149965;0.052714	1202.941;962.580;907.100	13;7;19	0.09189883949338365
without_coding_region	5000	NC_073262.2	SCFR_NC_073262_2_142850089_142855942_frame2_fft	37	3	0.075004;0.052793;0.150009	1252.821;1100.515;1085.307	13;19;7	0.09156864857503381
without_coding_region	5000	NC_073262.2	SCFR_NC_073262_2_142852703_142858556_frame3_fft	37	3	0.075004;0.052793;0.150009	1253.384;1101.807;1086.805	13;19;7	0.09157681814040458
without_coding_region	5000	NC_073262.2	SCFR_NC_073262_2_144858944_144867179_frame3_fft	2	2	0.166727;0.333333	4208.201;2648.575	6;3	0.23108209727166235
without_coding_region	5000	NC_073262.2	SCFR_NC_073262_2_144859018_144867178_frame_3_fft	2	2	0.166667;0.333333	6356.136;2653.091	6;3	0.21574779956315895
without_coding_region	5000	NC_073262.2	SCFR_NC_073262_2_144859037_144867050_frame_2_fft	2	2	0.166604;0.333333	4034.314;2677.694	6;3	0.23311900458968465
without_coding_region	5000	NC_073262.2	SCFR_NC_073262_2_142856540_142863215_frame_2_fft	37	3	0.074906;0.149813;0.224719	1463.874;1250.047;1128.521	13;7;4	0.14327512234511283
without_coding_region	5000	NC_073262.2	SCFR_NC_073262_2_142855317_142863216_frame1_fft	40	3	0.074946;0.149892;0.052791	1646.250;1250.402;1174.370	13;7;19	0.09157437020826711
without_coding_region	5000	NC_073262.2	SCFR_NC_073262_2_144859110_144867051_frame1_fft	2	2	0.166730;0.333333	3988.189;2646.000	6;3	0.2331784442634962
without_coding_region	5000	NC_073262.2	SCFR_NC_073262_2_378_7554_frame_1_fft	5	3	-0.166667;0.166667;-0.333333	5627.511;5627.511;2372.107	11;55;14	-0.05802407408273598
