SCFR_Name	Num_Raw_Peaks	Top_Peak_Count	Frequencies	Magnitudes	Periods
SCFR_NC_072423_2_39526404_39526495_frame2_fft	1	1	0.329670	53.987	3
SCFR_NC_072423_2_39521773_39521879_frame2_fft	1	1	0.330189	64.985	3
SCFR_NC_072423_2_39531020_39531114_frame2_fft	1	1	0.329787	56.718	3
SCFR_NC_072423_2_39512541_39512635_frame2_fft	1	1	0.329787	56.718	3
SCFR_NC_072423_2_39540258_39540352_frame2_fft	1	1	0.329787	56.718	3
SCFR_NC_072423_2_39535639_39535733_frame2_fft	1	1	0.329787	56.718	3
SCFR_NC_072423_2_39544877_39544983_frame2_fft	1	1	0.330189	64.985	3
SCFR_NC_072423_2_39558770_39558876_frame2_fft	1	1	0.330189	64.985	3
SCFR_NC_072423_2_39549508_39549614_frame2_fft	1	1	0.330189	64.985	3
SCFR_NC_072423_2_39554139_39554245_frame2_fft	1	1	0.330189	64.985	3
SCFR_NC_072423_2_39568036_39568130_frame2_fft	1	1	0.329787	56.718	3
SCFR_NC_072423_2_39581879_39581991_frame2_fft	1	1	0.330357	70.238	3
SCFR_NC_072423_2_39595790_39595896_frame2_fft	1	1	0.330189	64.985	3
SCFR_NC_072423_2_39600423_39600547_frame2_fft	1	1	0.330645	83.490	3
SCFR_NC_072423_2_39605038_39605126_frame2_fft	1	1	0.329545	61.112	3
SCFR_NC_072423_2_39632977_39633077_frame2_fft	1	1	0.330000	62.146	3
SCFR_NC_072423_2_39614330_39614424_frame2_fft	1	1	0.329787	66.325	3
SCFR_NC_072423_2_39637601_39637716_frame2_fft	1	1	0.330435	75.546	3
SCFR_NC_072423_2_39619009_39619142_frame2_fft	1	1	0.330827	91.376	3
SCFR_NC_072423_2_101684109_101684389_frame3_fft	2	2	0.100000;0.067857	84.017;76.293	10;15
SCFR_NC_072423_2_39563403_39563509_frame2_fft	1	1	0.330189	64.985	3
SCFR_NC_072425_2_135581815_135582056_frame2_fft	1	1	0.282158	76.226	4
SCFR_NC_072423_2_39586518_39586624_frame2_fft	1	1	0.330189	64.985	3
SCFR_NC_072425_2_30935794_30936296_frame4_fft	1	1	0.053785	102.773	19
SCFR_NC_072425_2_88281994_88282412_frame2_fft	1	1	0.004785	142.092	210
