SCFR_Name	Num_Raw_Peaks	Top_Peak_Count	Frequencies	Magnitudes	Periods
SCFR_NC_073224_2_104444543_104445672_frame6_fft	2	2	0.333038;0.480957	162.193;159.106	3;2
SCFR_NC_073224_2_224055173_224056134_frame12_fft	3	3	0.093652;0.045786;0.385016	153.114;146.039;143.769	11;22;3
SCFR_NC_073228_2_10187363_10187814_frame5_fft	5	3	0.277162;0.472284;0.221729	150.649;139.095;132.532	4;2;5
SCFR_NC_073228_2_180309325_180309509_frame6_fft	2	2	0.250000;0.375000	71.834;61.370	4;3
SCFR_NC_073228_2_47348431_47348636_frame3_fft	1	1	0.009756	65.703	103
SCFR_NC_073229_2_48642243_48642661_frame3_fft	1	1	0.191388	93.877	5
SCFR_NC_073230_2_28902253_28902674_frame2_fft	1	1	0.004751	143.727	211
SCFR_NC_073230_2_87772004_87772413_frame2_fft	1	1	0.332518	107.914	3
SCFR_NC_073230_2_87791744_87792084_frame2_fft	2	2	0.411765;0.332353	96.680;91.310	2;3
SCFR_NC_073230_2_87813805_87814529_frame3_fft	1	1	0.332873	151.295	3
SCFR_NC_073231_2_11283892_11284013_frame2_fft	1	1	0.074380	53.619	14
SCFR_NC_073231_2_105325244_105325431_frame26_fft	1	1	0.245989	74.143	4
SCFR_NC_073231_2_13317857_13319364_frame4_fft	7	3	0.333112;0.021234;0.065030	390.015;312.480;281.071	3;47;15
SCFR_NC_073230_2_87811378_87812887_frame7_fft	1	1	0.333333	437.774	3
SCFR_NC_073233_2_7650394_7651019_frame37_fft	7	3	0.332800;0.166400;0.041600	246.877;169.578;154.211	3;6;24
SCFR_NC_073233_2_7645846_7646759_frame35_fft	10	3	0.332968;0.166484;0.041621	344.790;229.087;220.904	3;6;24
SCFR_NC_073233_2_7714806_7715326_frame32_fft	4	3	0.450000;0.100000;0.300000	127.556;123.880;109.092	2;10;3
SCFR_NC_073233_2_7648525_7648910_frame36_fft	5	3	0.332468;0.041558;0.374026	149.352;95.204;91.583	3;24;3
SCFR_NC_073233_2_8052508_8052659_frame2_fft	2	2	0.099338;0.066225	68.769;57.263	10;15
SCFR_NC_073233_2_7550132_7550676_frame32_fft	3	3	0.332721;0.290441;0.248162	189.449;159.614;145.730	3;3;4
SCFR_NC_073234_2_147412966_147413489_frame22_fft	3	3	0.281071;0.187380;0.374761	155.855;141.032;114.663	4;5;3
SCFR_NC_073224_2_55549321_55556591_frame12_fft	18	3	0.333287;0.092572;0.259285	864.798;757.294;724.487	3;11;4
SCFR_NC_073233_2_7644591_7645192_frame34_fft	8	3	0.332779;0.374376;0.041597	214.846;166.521;153.489	3;3;24
SCFR_NC_073237_2_12280635_12280804_frame8_fft	2	2	0.331361;0.147929	65.649;61.201	3;7
SCFR_NC_073237_2_12279642_12279859_frame6_fft	2	2	0.221198;0.331797	86.547;75.819	5;3
SCFR_NC_073237_2_12278991_12279589_frame5_fft	7	3	0.332776;0.222408;0.148829	222.039;208.351;153.194	3;5;7
SCFR_NC_073238_2_31216308_31216705_frame2_fft	3	3	0.027708;0.380353;0.405542	98.296;94.830;93.174	36;3;2
SCFR_NC_073238_2_6662222_6662412_frame9_fft	2	2	0.331579;0.221053	73.789;63.398	3;5
SCFR_NC_073240_2_24974344_24974462_frame9_fft	1	1	0.330508	51.132	3
SCFR_NC_073240_2_74788813_74791157_frame11_fft	1	1	0.333191	1120.527	3
SCFR_NC_073233_2_7642486_7644074_frame33_fft	10	3	0.333123;0.291562;0.041562	648.718;366.347;355.157	3;3;24
SCFR_NC_073242_2_104762355_104763187_frame5_fft	5	3	0.408654;0.436298;0.155048	207.100;198.792;185.273	2;2;6
SCFR_NC_073242_2_119428118_119428644_frame2_fft	4	3	0.332700;0.444867;0.480989	109.288;108.707;108.014	3;2;2
SCFR_NC_073242_2_5807806_5808260_frame4_fft	1	1	0.019824	113.594	51
SCFR_NC_073242_2_96506878_96507077_frame21_fft	1	1	0.180905	62.100	6
SCFR_NC_073242_2_99344570_99345480_frame5_fft	4	3	0.436264;0.154945;0.408791	213.605;201.367;198.342	2;6;2
SCFR_NC_073244_2_15021821_15022710_frame8_fft	1	1	0.332958	140.954	3
SCFR_NC_073244_2_16005166_16006091_frame55_fft	4	3	0.112432;0.056216;0.456216	198.618;140.664;139.375	9;18;2
SCFR_NC_073244_2_55013441_55013919_frame8_fft	2	2	0.140167;0.027197	112.399;108.053	7;37
SCFR_NC_073244_2_60057090_60057448_frame18_fft	1	1	0.134078	116.069	7
SCFR_NC_073245_2_45313706_45314016_frame13_fft	1	1	0.332258	79.484	3
SCFR_NC_073244_2_9716934_9718108_frame4_fft	10	3	0.087734;0.065588;0.175468	273.673;270.733;253.267	11;15;6
SCFR_NC_073244_2_60602293_60603896_frame4_fft	1	1	0.134124	312.803	7
SCFR_NC_073246_2_32631286_32631476_frame3_fft	2	2	0.331579;0.168421	78.490;68.335	3;6
SCFR_NC_073247_2_146956403_146956569_frame2_fft	2	2	0.331325;0.132530	72.417;60.248	3;8
SCFR_NC_086017_1_192331478_192331620_frame2_fft	1	1	0.330986	69.819	3
SCFR_NC_086017_1_207334399_207335066_frame14_fft	4	3	0.181409;0.409295;0.136432	192.334;190.770;134.640	6;2;7
SCFR_NC_086018_1_3876034_3876602_frame9_fft	6	3	0.332746;0.221831;0.147887	221.728;196.632;172.976	3;5;7
SCFR_NC_073247_2_9709224_9709525_frame5_fft	1	1	0.408638	93.272	2
