SCFR_Name	Num_Raw_Peaks	Top_Peak_Count	Frequencies	Magnitudes	Periods
SCFR_NC_060925_1_151345434_151346143_frame4_fft	4	3	0.179126;0.332863;0.204513	211.197;151.827;141.645	6;3;5
SCFR_NC_060925_1_1717769_1717986_frame4_fft	1	1	0.069124	72.841	15
SCFR_NC_060925_1_151347552_151349671_frame3_fft	16	3	0.179330;0.282209;0.333176	599.947;435.187;428.929	6;4;3
SCFR_NC_060925_1_151351080_151353199_frame2_fft	16	3	0.179330;0.282209;0.333176	598.499;437.134;428.996	6;4;3
SCFR_NC_060927_1_198573683_198574404_frame7_fft	12	3	0.332871;0.187240;0.062413	181.504;174.619;173.856	3;5;16
SCFR_NC_060927_1_198570034_198570803_frame4_fft	12	3	0.104031;0.332900;0.041612	184.211;178.778;174.653	10;3;24
SCFR_NC_060927_1_198572797_198573614_frame6_fft	14	3	0.187271;0.332925;0.104039	197.252;191.221;182.982	5;3;10
SCFR_NC_060927_1_198578483_198579732_frame3_fft	19	3	0.333066;0.041633;0.104083	299.448;295.875;290.877	3;24;10
SCFR_NC_060927_1_198574552_198576233_frame8_fft	21	3	0.104105;0.333135;0.062463	396.705;389.345;387.451	10;3;16
SCFR_NC_060930_1_227967_228370_frame2_fft	1	1	0.332506	263.107	3
SCFR_NC_060929_1_177074761_177075137_frame6_fft	3	3	0.250000;0.125000;0.375000	138.604;108.834;101.240	4;8;3
SCFR_NC_060933_1_149338958_149339313_frame4_fft	2	2	0.284507;0.025352	96.172;91.947	4;40
SCFR_NC_060933_1_149337920_149338626_frame2_fft	4	3	0.025496;0.474504;0.050992	154.899;139.412;124.368	39;2;20
SCFR_NC_060932_1_9128866_9129059_frame4_fft	1	1	0.062176	67.118	16
SCFR_NC_060936_1_6826620_6827701_frame7_fft	1	1	0.496762	227.857	2
SCFR_NC_060938_1_86300543_86300586_frame4_fft	1	1	0.325581	34.081	3
SCFR_NC_060939_1_71705842_71706104_frame11_fft	1	1	0.332061	113.973	3
SCFR_NC_060940_1_73082901_73083100_frame21_fft	1	1	0.180905	61.777	6
SCFR_NC_060940_1_96035056_96035807_frame2_fft	2	2	0.199734;0.332889	145.535;121.515	5;3
SCFR_NC_060941_1_41949170_41949336_frame2_fft	1	1	0.331325	66.764	3
SCFR_NC_060941_1_42033853_42033959_frame2_fft	1	1	0.330189	53.008	3
SCFR_NC_060932_1_145023191_145024782_frame2_fft	2	2	0.333124;0.175990	370.102;177.301	3;6
SCFR_NC_060941_1_45767737_45767942_frame3_fft	1	1	0.009756	65.746	103
SCFR_NC_060943_1_14055820_14056238_frame27_fft	3	3	0.167464;0.066986;0.332536	124.511;117.381;108.219	6;15;3
SCFR_NC_060943_1_567794_568158_frame7_fft	1	1	0.164835	98.013	6
SCFR_NC_060943_1_57174715_57175550_frame4_fft	1	1	0.310180	127.690	3
SCFR_NC_060943_1_57174715_57175550_frame5_fft	1	1	0.310180	127.690	3
SCFR_NC_060944_1_17709915_17710366_frame2_fft	9	3	0.133038;0.099778;0.332594	149.991;130.484;118.239	8;10;3
SCFR_NC_060946_1_38185129_38185424_frame6_fft	1	1	0.101695	83.665	10
SCFR_NC_060947_1_177572_177999_frame5_fft	2	2	0.409836;0.435597	114.680;99.819	2;2
SCFR_NC_060944_1_34809741_34810108_frame3_fft	1	1	0.332425	94.819	3
SCFR_NC_060947_1_52522096_52522586_frame14_fft	1	1	0.004082	118.120	246
SCFR_NC_060947_1_99938201_99938628_frame2_fft	2	2	0.166276;0.332553	254.832;187.265	6;3
SCFR_NC_060927_1_198570995_198572724_frame5_fft	22	3	0.333141;0.041643;0.104106	409.496;408.619;403.430	3;24;10
SCFR_NC_060931_1_102300304_102303554_frame3_fft	14	3	0.333231;0.024000;0.440308	637.067;442.291;394.453	3;42;2
SCFR_NC_060934_1_867852_869344_frame2_fft	1	1	0.333110	173.569	3
SCFR_NC_060944_1_17709360_17711101_frame2_fft	12	3	0.133257;0.166571;0.033314	533.326;409.617;401.806	8;6;30
