SCFR_NC_060927_1_198573683_198574404_frame7_fft	12	3	0.332871;0.187240;0.062413	181.504;174.619;173.856	3;5;16
SCFR_NC_060927_1_198578483_198579732_frame3_fft	19	3	0.333066;0.041633;0.104083	299.448;295.875;290.877	3;24;10
SCFR_NC_060930_1_227967_228370_frame2_fft	1	1	0.332506	263.107	3
SCFR_NC_060938_1_86300543_86300586_frame4_fft	1	1	0.325581	34.081	3
SCFR_NC_060939_1_71705842_71706104_frame11_fft	1	1	0.332061	113.973	3
SCFR_NC_060941_1_41949170_41949336_frame2_fft	1	1	0.331325	66.764	3
SCFR_NC_060941_1_42033853_42033959_frame2_fft	1	1	0.330189	53.008	3
SCFR_NC_060932_1_145023191_145024782_frame2_fft	2	2	0.333124;0.175990	370.102;177.301	3;6
SCFR_NC_060943_1_57174715_57175550_frame4_fft	1	1	0.310180	127.690	3
SCFR_NC_060943_1_57174715_57175550_frame5_fft	1	1	0.310180	127.690	3
SCFR_NC_060944_1_34809741_34810108_frame3_fft	1	1	0.332425	94.819	3
SCFR_NC_060927_1_198570995_198572724_frame5_fft	22	3	0.333141;0.041643;0.104106	409.496;408.619;403.430	3;24;10
SCFR_NC_060931_1_102300304_102303554_frame3_fft	14	3	0.333231;0.024000;0.440308	637.067;442.291;394.453	3;42;2
SCFR_NC_060934_1_867852_869344_frame2_fft	1	1	0.333110	173.569	3
